title,studio,domestic_gross,foreign_gross,year,total_gross
Movie 43,Rela.,8800000.0,23600000.0,2013,32400000.0
Kevin Hart: Let Me Explain,LGF,32200000.0,74000.0,2013,32274000.0
Spring Breakers,A24,14100000.0,17600000.0,2013,31700000.0
New World (2013),WGUSA,458000.0,31200000.0,2013,31658000.0
Don Jon,Rela.,24500000.0,6000000.0,2013,30500000.0
I Give It a Year,Magn.,34700.0,28200000.0,2013,28234700.0
Nebraska,Par.,17700000.0,10000000.0,2013,27700000.0
The Incredible Burt Wonderstone,WB,22500000.0,4900000.0,2013,27400000.0
Mandela: Long Walk to Freedom,Wein.,8300000.0,19000000.0,2013,27300000.0
Khumba,MNE,1000.0,27200000.0,2013,27201000.0
Dark Skies,W/Dim.,17400000.0,9000000.0,2013,26400000.0
Enough Said,Fox,17600000.0,7700000.0,2013,25300000.0
Trance,Fox,2300000.0,21900000.0,2013,24200000.0
"The Way, Way Back",Fox,21500000.0,1700000.0,2013,23200000.0
Kon-Tiki,Wein.,1500000.0,21300000.0,2013,22800000.0
Baggage Claim,Fox,21600000.0,887000.0,2013,22487000.0
Diana,EOne,335000.0,21400000.0,2013,21735000.0
The Great Beauty,Jan.,2900000.0,18500000.0,2013,21400000.0
22 Bullets,Cdgm.,0.0,21300000.0,2013,21300000.0
The Sapphires,Wein.,2500000.0,18000000.0,2013,20500000.0
Broken City,Fox,19700000.0,0.0,2013,19700000.0
The Company You Keep,SPC,5100000.0,14500000.0,2013,19600000.0
The Bling Ring,A24,5800000.0,13300000.0,2013,19100000.0
You're Next,LGF,18500000.0,0.0,2013,18500000.0
Dead Man Down,FD,10900000.0,7200000.0,2013,18100000.0
Admission,Focus,18000000.0,0.0,2013,18000000.0
Fruitvale Station,Wein.,16100000.0,1300000.0,2013,17400000.0
Battle of the Year,SGem,8900000.0,7700000.0,2013,16600000.0
Out of the Furnace,Rela.,11300000.0,4300000.0,2013,15600000.0
Billy and Buddy,Distrib.,900.0,15200000.0,2013,15200900.0
The Last Exorcism Part II,CBS,15200000.0,0.0,2013,15200000.0
Machete Kills,ORF,8000000.0,7000000.0,2013,15000000.0
Journey to the South Pacific,Imax,7600000.0,6500000.0,2013,14100000.0
Paranoia,Rela.,7400000.0,6400000.0,2013,13800000.0
All Is Lost,RAtt.,6300000.0,7400000.0,2013,13700000.0
Puella Magi Madoka Magica the Movie: Rebellion,Elev.,376000.0,12600000.0,2013,12976000.0
Stoker,Fox,1700000.0,10400000.0,2013,12100000.0
In the House,Cohen,390000.0,11500000.0,2013,11890000.0
I'm So Excited,SPC,1400000.0,10400000.0,2013,11800000.0
Haute Cuisine,Wein.,218000.0,11200000.0,2013,11418000.0
Before Midnight,SPC,8100000.0,3100000.0,2013,11200000.0
Only God Forgives,RTWC,779000.0,9900000.0,2013,10679000.0
The Past,SPC,1300000.0,9300000.0,2013,10600000.0
Love is All You Need,SPC,1600000.0,8400000.0,2013,10000000.0
Bullet to the Head,WB,9500000.0,0.0,2013,9500000.0
Tyler Perry Presents Peeples,LGF,9200000.0,130000.0,2013,9330000.0
Jerusalem,NGE,8000000.0,1300000.0,2013,9300000.0
The Fifth Estate,BV,3300000.0,5300000.0,2013,8600000.0
Upside Down,MNE,105000.0,8000000.0,2013,8105000.0
Metallica Through the Never,PH,3400000.0,4600000.0,2013,8000000.0
Pulling Strings,LGF,5800000.0,2000000.0,2013,7800000.0
Black Nativity,Fox,7000000.0,436000.0,2013,7436000.0
Blue Is the Warmest Color,IFC,2200000.0,5200000.0,2013,7400000.0
Unfinished Song,Wein.,1700000.0,5300000.0,2013,7000000.0
The Angels' Share,IFC,347000.0,6700000.0,2013,7047000.0
The Spectacular Now,A24,6900000.0,0.0,2013,6900000.0
The Sweeney,EOne,26700.0,6300000.0,2013,6326700.0
Believe,ORF,6200000.0,0.0,2013,6200000.0
Matru Ki Bijlee Ka Mandola,FIP,0.0,6000000.0,2013,6000000.0
Closed Circuit,Focus,5800000.0,0.0,2013,5800000.0
Populaire,Wein.,179000.0,5300000.0,2013,5479000.0
Broken Circle Breakdown,Trib.,175000.0,5300000.0,2013,5475000.0
Fists of Legend,CJ,134000.0,5300000.0,2013,5434000.0
Chennai Express,UTV,5300000.0,0.0,2013,5300000.0
20 Feet from Stardom,RTWC,4900000.0,0.0,2013,4900000.0
Oldboy (2013),FD,2200000.0,2700000.0,2013,4900000.0
Commitment,WGUSA,76500.0,4500000.0,2013,4576500.0
White Elephant,Strand,8900.0,4400000.0,2013,4408900.0
Much Ado About Nothing (2013),RAtt.,4300000.0,0.0,2013,4300000.0
Frances Ha,IFC,4099999.0,0.0,2013,4099999.0
You Will Be My Son,Cohen,285000.0,3600000.0,2013,3885000.0
Yeh Jawaani Hai Deewani,Eros,3800000.0,0.0,2013,3800000.0
Pieta,Drft.,22100.0,3600000.0,2013,3622100.0
Mental,Da.,17700.0,3600000.0,2013,3617700.0
The To-Do List,CBS,3500000.0,74600.0,2013,3574600.0
Mr. Nobody,Magn.,3600.0,3500000.0,2013,3503600.0
Emperor,RAtt.,3300000.0,0.0,2013,3300000.0
Stand Up Guys,LGF,3300000.0,0.0,2013,3300000.0
In a World,RAtt.,3000000.0,0.0,2013,3000000.0
Ram-Leela,Eros,2700000.0,0.0,2013,2700000.0
Capital,Cohen,102000.0,2400000.0,2013,2502000.0
The East,Fox,2300000.0,99700.0,2013,2399700.0
I'm In Love With a Church Girl,HTR,2400000.0,0.0,2013,2400000.0
No (2013),SPC,2300000.0,0.0,2013,2300000.0
Renoir,Gold.,2300000.0,0.0,2013,2300000.0
The Christmas Candle,ELS,2300000.0,0.0,2013,2300000.0
Reality (2013),Osci.,72600.0,2200000.0,2013,2272600.0
Krrish 3,Eros,2200000.0,0.0,2013,2200000.0
Austenland,SPC,2200000.0,0.0,2013,2200000.0
The Sorcerer and the White Snake,Magn.,18800.0,2100000.0,2013,2118800.0
The Snitch Cartel,PI,0.0,2100000.0,2013,2100000.0
The Iceman (2013),MNE,2000000.0,0.0,2013,2000000.0
All the Boys Love Mandy Lane,RTWC,0.0,1900000.0,2013,1900000.0
Fill the Void,SPC,1800000.0,0.0,2013,1800000.0
Starbuck (U.S. only),E1,340000.0,1300000.0,2013,1640000.0
Bhaag Milkha Bhaag,Relbig.,1600000.0,0.0,2013,1600000.0
Therese,MPI,102000.0,1500000.0,2013,1602000.0
Stories We Tell,RAtt.,1600000.0,0.0,2013,1600000.0
Lovelace,RTWC,357000.0,1200000.0,2013,1557000.0
Race 2,UTV,1600000.0,0.0,2013,1600000.0
Disconnect,LD,1400000.0,0.0,2013,1400000.0
Girl Most Likely,RAtt.,1400000.0,0.0,2013,1400000.0
Wadjda (U.S. only),SPC,1300000.0,0.0,2013,1300000.0
The Kings of Summer,CBS,1300000.0,0.0,2013,1300000.0
The Invisible Woman,SPC,1200000.0,0.0,2013,1200000.0
Violeta Went to Heaven,KL,21500.0,1200000.0,2013,1221500.0
Romeo and Juliet (2013),Rela.,1200000.0,0.0,2013,1200000.0
Still Mine,Gold.,1200000.0,0.0,2013,1200000.0
The Wall (2013),MBox,38700.0,1100000.0,2013,1138700.0
Kai Po Che,UTV,1100000.0,0.0,2013,1100000.0
What Maisie Knew,MNE,1100000.0,0.0,2013,1100000.0
Thanks for Sharing,RAtt.,1100000.0,0.0,2013,1100000.0
Ain't Them Bodies Saints,IFC,397000.0,635000.0,2013,1032000.0
Kill Your Darlings,SPC,1000000.0,0.0,2013,1000000.0
Short Term 12,Cdgm.,1000000.0,0.0,2013,1000000.0
Ginger & Rosa,A24,1000000.0,0.0,2013,1000000.0
Lore,MBox,970000.0,0.0,2013,970000.0
Raanjhana,Eros,903000.0,0.0,2013,903000.0
6 Souls,RTWC,0.0,852000.0,2013,852000.0
Generation Iron,TVC,850000.0,0.0,2013,850000.0
The Monk,ATO,13500.0,794000.0,2013,807500.0
Satyagraha,UTV,739000.0,0.0,2013,739000.0
Hannah Arendt,Zeit.,717000.0,0.0,2013,717000.0
Besharam,Relbig.,680000.0,0.0,2013,680000.0
Salinger,Wein.,584000.0,67000.0,2013,651000.0
The Hunt,Magn.,613000.0,0.0,2013,613000.0
Walking the Camino: Six Ways to Santiago,FEF,613000.0,0.0,2013,613000.0
To The Wonder,Magn.,588000.0,0.0,2013,588000.0
Lootera,Eros,582000.0,0.0,2013,582000.0
Museum Hours,CGld,561000.0,0.0,2013,561000.0
The Reluctant Fundamentalist,IFC,553000.0,0.0,2013,553000.0
You Ain't Seen Nothin' Yet,KL,18900.0,488000.0,2013,506900.0
The Inevitable Defeat of Mister and Pete,LGF,495000.0,0.0,2013,495000.0
Act of Killing,Drft.,487000.0,0.0,2013,487000.0
Sound City,Vari.,423000.0,0.0,2013,423000.0
Shadow Dancer,Magn.,101000.0,319000.0,2013,420000.0
A Hijacking,Magn.,414000.0,0.0,2013,414000.0
Grand Masti,Eros,414000.0,0.0,2013,414000.0
Phata Poster Nikla Hero,Eros,411000.0,0.0,2013,411000.0
The Armstrong Lie,SPC,383000.0,0.0,2013,383000.0
Tai Chi Hero,WGUSA,35100.0,347000.0,2013,382100.0
At Any Price,SPC,381000.0,0.0,2013,381000.0
Shootout at Wadala,Eros,370000.0,0.0,2013,370000.0
Gori Tere Pyaar Mein,Relbig.,342000.0,0.0,2013,342000.0
Adore,EXCL,319000.0,0.0,2013,319000.0
A Bottle in the Gaza Sea,FM,5900.0,306000.0,2013,311900.0
Go Goa Gone,Eros,298000.0,0.0,2013,298000.0
Blancanieves,Cohen,280000.0,0.0,2013,280000.0
Himmatwala,UTV,271000.0,0.0,2013,271000.0
Great Expectations (2013),MSF,259000.0,0.0,2013,259000.0
The Silence,MBox,100000.0,132000.0,2013,232000.0
Singh Saab The Great,Eros,226000.0,0.0,2013,226000.0
ABCD (Any Body Can Dance),UTV,222000.0,0.0,2013,222000.0
Arthur Newman,Cdgm.,208000.0,0.0,2013,208000.0
Ghanchakkar,UTV,203000.0,0.0,2013,203000.0
Midnight's Children,P/108,190000.0,0.0,2013,190000.0
R... Rajkumar,Eros,167000.0,0.0,2013,167000.0
We Steal Secrets: The Story of Wikileaks,FCW,166000.0,0.0,2013,166000.0
The Patience Stone,SPC,149000.0,0.0,2013,149000.0
Rangeelay,Eros,148000.0,0.0,2013,148000.0
Drug War,Vari.,128000.0,0.0,2013,128000.0
Beyond the Hills,IFC,125000.0,0.0,2013,125000.0
Storm Surfers 3D,XL,117000.0,0.0,2013,117000.0
Yossi,Strand,117000.0,0.0,2013,117000.0
Spinning Plates,TFA,112000.0,0.0,2013,112000.0
Ek Thi Daayan,Eros,112000.0,0.0,2013,112000.0
The English Teacher,Cdgm.,105000.0,0.0,2013,105000.0
Man of Tai Chi,RTWC,100000.0,0.0,2013,100000.0
Passion,EOne,92200.0,0.0,2013,92200.0
Byzantium,IFC,89200.0,0.0,2013,89200.0
The Rooftop,WGUSA,85800.0,0.0,2013,85800.0
We Are What We Are,EOne,81400.0,0.0,2013,81400.0
Stuck in Love,MNE,81100.0,0.0,2013,81100.0
More Than Honey,KL,79800.0,0.0,2013,79800.0
Caesar Must Die,AF,76900.0,0.0,2013,76900.0
Leviathan (2013),CGld,76200.0,0.0,2013,76200.0
No One Lives,Anch.,74900.0,0.0,2013,74900.0
War Witch,Trib.,70500.0,0.0,2013,70500.0
The Pervert's Guide to Ideology,Zeit.,68000.0,0.0,2013,68000.0
My Lucky Star,CL,64400.0,0.0,2013,64400.0
Becoming Traviata,Distrib.,62700.0,0.0,2013,62700.0
Sightseers,IFC,61800.0,0.0,2013,61800.0
The Canyons,IFC,56800.0,0.0,2013,56800.0
Table No. 21,Eros,46700.0,0.0,2013,46700.0
Wish You Were Here (2013),EOne,46300.0,0.0,2013,46300.0
A Glimpse Inside the Mind of Charles Swan III,A24,45400.0,0.0,2013,45400.0
The We and the I,P/108,42200.0,0.0,2013,42200.0
Killing Season,MNE,39900.0,0.0,2013,39900.0
Post Tenebras Lux,Strand,39200.0,0.0,2013,39200.0
Rising From Ashes,FRun,38600.0,0.0,2013,38600.0
Berberian Sound Studio,IFC,38500.0,0.0,2013,38500.0
Ip Man: The Final Fight,WGUSA,37900.0,0.0,2013,37900.0
Redemption (2013),RAtt.,36900.0,0.0,2013,36900.0
Camille Claudel 1915,KL,35300.0,0.0,2013,35300.0
Bastards,IFC,24500.0,0.0,2013,24500.0
Paradise: Love,Strand,24300.0,0.0,2013,24300.0
Our Children,Distrib.,23200.0,0.0,2013,23200.0
V/H/S/2,Magn.,21800.0,0.0,2013,21800.0
The Look of Love,IFC,21300.0,0.0,2013,21300.0
The Painting (2013),GK,21000.0,0.0,2013,21000.0
Terraferma,Cohen,20000.0,0.0,2013,20000.0
Love and Honor (2013),IFC,19700.0,0.0,2013,19700.0
Nostalghia,KL,18800.0,0.0,2013,18800.0
Casting By,SD,18200.0,0.0,2013,18200.0
Violet & Daisy,Cdgm.,17200.0,0.0,2013,17200.0
Jayne Mansfield's Car,Anch.,14800.0,0.0,2013,14800.0
A Wedding Invitation,CJ,14400.0,0.0,2013,14400.0
Red Obsession,A23,13200.0,0.0,2013,13200.0
The Selfish Giant,IFC,12200.0,0.0,2013,12200.0
Charlie Countryman,MNE,11700.0,0.0,2013,11700.0
Just Like a Woman,Cohen,11400.0,0.0,2013,11400.0
So Young,CL,11200.0,0.0,2013,11200.0
In the Name Of,FM,9900.0,0.0,2013,9900.0
InchAllah (U.S. only),EOne,9800.0,0.0,2013,9800.0
Welcome to the Punch,IFC,9700.0,0.0,2013,9700.0
Clandestine Childhood,IFC,9000.0,0.0,2013,9000.0
Argento's Dracula 3D,IFC,8100.0,0.0,2013,8100.0
Finding Mr. Right,CL,6900.0,0.0,2013,6900.0
Paradise: Hope,Strand,6700.0,0.0,2013,6700.0
Paradise: Faith,Strand,6500.0,0.0,2013,6500.0
The Guillotines,WGUSA,5300.0,0.0,2013,5300.0
The Stroller Strategy,Rialto,3500.0,0.0,2013,3500.0
What Richard Did,Trib.,2700.0,0.0,2013,2700.0
Caught in the Web,Vita.,1100.0,0.0,2013,1100.0
I Spit on Your Grave 2,Anch.,800.0,0.0,2013,800.0
Into the White,Magn.,700.0,0.0,2013,700.0
Storage 24,Magn.,100.0,0.0,2013,100.0
Transformers: Age of Extinction,Par.,245400000.0,858600000.0,2014,1104000000.0
The Hobbit: The Battle of the Five Armies,WB,255100000.0,700900000.0,2014,956000000.0
Guardians of the Galaxy,BV,333200000.0,440200000.0,2014,773400000.0
Maleficent,BV,241400000.0,517100000.0,2014,758500000.0
The Hunger Games: Mockingjay - Part 1,LGF,337100000.0,418200000.0,2014,755300000.0
X-Men: Days of Future Past,Fox,233900000.0,513900000.0,2014,747800000.0
Captain America: The Winter Soldier,BV,259800000.0,454500000.0,2014,714300000.0
Dawn of the Planet of the Apes,Fox,208500000.0,502100000.0,2014,710600000.0
The Amazing Spider-Man 2,SPC,202900000.0,506100000.0,2014,709000000.0
Interstellar,Par.,188000000.0,489400000.0,2014,677400000.0
Big Hero 6,BV,222500000.0,435300000.0,2014,657800000.0
How to Train Your Dragon 2,Fox,177000000.0,444500000.0,2014,621500000.0
American Sniper,WB,350100000.0,197300000.0,2014,547400000.0
Godzilla (2014),WB,200700000.0,328400000.0,2014,529100000.0
Rio 2,Fox,131500000.0,368600000.0,2014,500100000.0
Teenage Mutant Ninja Turtles (2014),Par.,191200000.0,302100000.0,2014,493300000.0
The LEGO Movie,WB,257800000.0,211400000.0,2014,469200000.0
Lucy,Uni.,126700000.0,336700000.0,2014,463400000.0
Penguins of Madagascar,Fox,83400000.0,289700000.0,2014,373100000.0
Edge of Tomorrow,WB,100200000.0,270300000.0,2014,370500000.0
Gone Girl,Fox,167800000.0,201600000.0,2014,369400000.0
Night at the Museum: Secret of the Tomb,Fox,113700000.0,249500000.0,2014,363200000.0
Noah,Par.,101200000.0,261399999.0,2014,362599999.0
The Maze Runner,Fox,102400000.0,245900000.0,2014,348300000.0
300: Rise of An Empire,WB,106600000.0,231000000.0,2014,337600000.0
22 Jump Street,SPC,191700000.0,139600000.0,2014,331300000.0
The Fault in our Stars,Fox,124900000.0,182300000.0,2014,307200000.0
Divergent,LGF,150900000.0,137900000.0,2014,288800000.0
Mr. Peabody & Sherman,Fox,111500000.0,164200000.0,2014,275700000.0
Neighbors,Uni.,150200000.0,120500000.0,2014,270700000.0
Exodus: Gods and Kings,Fox,65000000.0,203200000.0,2014,268200000.0
Annabelle,WB,84300000.0,172800000.0,2014,257100000.0
Hercules (2014),Par.,72700000.0,172100000.0,2014,244800000.0
RoboCop (2014),SPC,58600000.0,184100000.0,2014,242700000.0
The Imitation Game,Wein.,91100000.0,142400000.0,2014,233500000.0
Non-Stop,Uni.,92200000.0,130600000.0,2014,222800000.0
Dracula Untold,Uni.,56300000.0,160800000.0,2014,217100000.0
The Expendables 3,LGF,39300000.0,175300000.0,2014,214600000.0
Into the Woods,BV,128000000.0,85100000.0,2014,213100000.0
Fury (2014),SPC,85800000.0,126000000.0,2014,211800000.0
Journey to the West,Magn.,18100.0,205600000.0,2014,205618100.0
Need for Speed,BV,43600000.0,159700000.0,2014,203300000.0
The Other Woman (2014),Fox,83900000.0,112800000.0,2014,196700000.0
The Equalizer,SPC,101500000.0,90800000.0,2014,192300000.0
Breakup Buddies,CL,778000.0,188200000.0,2014,188978000.0
The Grand Budapest Hotel,Fox,59300000.0,115500000.0,2014,174800000.0
Dumb and Dumber To,Uni.,86200000.0,83600000.0,2014,169800000.0
Unbroken,Uni.,115600000.0,47800000.0,2014,163400000.0
Into The Storm,WB,47600000.0,114100000.0,2014,161700000.0
The Monuments Men,SPC,78000000.0,77000000.0,2014,155000000.0
Ride Along,Uni.,134900000.0,19500000.0,2014,154400000.0
Planes: Fire & Rescue,BV,59200000.0,92200000.0,2014,151400000.0
Let's Be Cops,Fox,82400000.0,55800000.0,2014,138200000.0
Jack Ryan: Shadow Recruit,Par.,50600000.0,84900000.0,2014,135500000.0
Annie (2014),SPC,85900000.0,47900000.0,2014,133800000.0
Blended,WB,46300000.0,81700000.0,2014,128000000.0
Sex Tape,SPC,38500000.0,87500000.0,2014,126000000.0
The Theory of Everything,Focus,35900000.0,87800000.0,2014,123700000.0
The Nut Job,ORF,64300000.0,56600000.0,2014,120900000.0
The Wind Rises,BV,5200000.0,112700000.0,2014,117900000.0
Pompeii,TriS,23200000.0,94600000.0,2014,117800000.0
The Admiral: Roaring Currents,CJ,2600000.0,109600000.0,2014,112200000.0
The Purge: Anarchy,Uni.,72000000.0,40000000.0,2014,112000000.0
The Boxtrolls,Focus,50800000.0,58400000.0,2014,109200000.0
Horrible Bosses 2,WB,54400000.0,53200000.0,2014,107600000.0
Ouija,Uni.,50900000.0,52700000.0,2014,103600000.0
Birdman,Fox,42300000.0,60900000.0,2014,103200000.0
Transcendence,WB,23000000.0,80000000.0,2014,103000000.0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",BV,67000000.0,34400000.0,2014,101400000.0
Heaven is for Real,TriS,91400000.0,9900000.0,2014,101300000.0
Tammy,WB,84500000.0,16000000.0,2014,100500000.0
P.K.,UTV,10600000.0,89800000.0,2014,100400000.0
The Book of Life (2014),Fox,50200000.0,49600000.0,2014,99800000.0
Paranormal Activity: The Marked Ones,Par.,32500000.0,58400000.0,2014,90900000.0
The Hundred-Foot Journey,BV,54200000.0,34600000.0,2014,88800000.0
John Wick,LGF,43000000.0,45700000.0,2014,88700000.0
Deliver Us From Evil,SGem,30600000.0,57400000.0,2014,88000000.0
A Million Ways to Die in the West,Uni.,43100000.0,44100000.0,2014,87200000.0
Snowpiercer,RTWC,4600000.0,82200000.0,2014,86800000.0
Step Up All In,LGF,14900000.0,71300000.0,2014,86200000.0
The Judge,WB,47100000.0,37300000.0,2014,84400000.0
Muppets Most Wanted,BV,51200000.0,29200000.0,2014,80400000.0
If I Stay,WB,50500000.0,28400000.0,2014,78900000.0
"I, Frankenstein",LGF,19100000.0,52100000.0,2014,71200000.0
The Attorney,WGUSA,557000.0,70000000.0,2014,70557000.0
Think Like a Man Too,SGem,65200000.0,5000000.0,2014,70200000.0
Brick Mansions,Rela.,20400000.0,48500000.0,2014,68900000.0
Stalingrad (2014),SPC,1000000.0,67099999.0,2014,68099999.0
Son of God,Fox,59700000.0,8100000.0,2014,67800000.0
Jersey Boys,WB,47000000.0,20600000.0,2014,67600000.0
The Giver,Wein.,45100000.0,21900000.0,2014,67000000.0
Selma,Par.,52100000.0,14700000.0,2014,66800000.0
God's Not Dead,Free,60800000.0,3900000.0,2014,64700000.0
Thunder and the House of Magic!,Shout!,4100.0,64200000.0,2014,64204100.0
Begin Again,Wein.,16200000.0,47300000.0,2014,63500000.0
The Legend of Hercules,LGF,18800000.0,42400000.0,2014,61200000.0
Evangelion: 3.0 You Can (Not) Redo,Elev.,175000.0,60300000.0,2014,60475000.0
Dolphin Tale 2,WB,42000000.0,15800000.0,2014,57800000.0
St. Vincent,Wein.,44100000.0,10700000.0,2014,54800000.0
No Good Deed (2014),SGem,52500000.0,1800000.0,2014,54300000.0
A Walk Among the Tombstones,Uni.,26300000.0,26900000.0,2014,53200000.0
3 Days to Kill,Rela.,30700000.0,21900000.0,2014,52600000.0
Wild (2014),Fox,37900000.0,14600000.0,2014,52500000.0
Magic in the Moonlight,SPC,10500000.0,40500000.0,2014,51000000.0
Dragon Ball Z: Battle of Gods,SV,2600000.0,47800000.0,2014,50400000.0
About Last Night (2014),SGem,48600000.0,365000.0,2014,48965000.0
Whiplash,SPC,13100000.0,35900000.0,2014,49000000.0
Chef,ORF,31400000.0,14500000.0,2014,45900000.0
Earth to Echo,Rela.,38900000.0,6400000.0,2014,45300000.0
Boyhood,IFC,25400000.0,19100000.0,2014,44500000.0
Oculus,Rela.,27700000.0,16300000.0,2014,44000000.0
Bang Bang,FIP,2500000.0,39500000.0,2014,42000000.0
As Above/So Below,Uni.,21300000.0,20600000.0,2014,41900000.0
This is Where I Leave You,WB,34300000.0,7000000.0,2014,41300000.0
That Awkward Moment,Focus,26100000.0,14400000.0,2014,40500000.0
Frank Miller's Sin City: A Dame to Kill For,W/Dim.,13800000.0,25600000.0,2014,39400000.0
The Gambler,Par.,33700000.0,5600000.0,2014,39300000.0
Million Dollar Arm,BV,36500000.0,2800000.0,2014,39300000.0
Nightcrawler,ORF,32400000.0,6300000.0,2014,38700000.0
Devil's Due,Fox,15800000.0,21100000.0,2014,36900000.0
A Most Wanted Man,RAtt.,17200000.0,19000000.0,2014,36200000.0
The Best of Me,Rela.,26800000.0,9200000.0,2014,36000000.0
Endless Love (2014),Uni.,23400000.0,11300000.0,2014,34700000.0
Get On Up,Uni.,30700000.0,2700000.0,2014,33400000.0
The November Man,Rela.,25000000.0,7500000.0,2014,32500000.0
The Pirates,WGUSA,416000.0,32100000.0,2014,32516000.0
Winter's Tale,WB,12600000.0,18500000.0,2014,31100000.0
When the Game Stands Tall,TriS,30100000.0,0.0,2014,30100000.0
Draft Day,LGF,28800000.0,620000.0,2014,29420000.0
Big Eyes,Wein.,14500000.0,14800000.0,2014,29300000.0
The Divine Move,CJ,137000.0,27800000.0,2014,27937000.0
Top Five,Par.,25300000.0,800000.0,2014,26100000.0
Iceman (2014),WGUSA,7700.0,26000000.0,2014,26007700.0
And So It Goes,CE,15200000.0,10200000.0,2014,25400000.0
On the Other Side of the Tracks,Wein.,9600.0,25100000.0,2014,25109600.0
The Players,Wein.,10900.0,24600000.0,2014,24610900.0
The Tale of The Princess Kaguya,GK,703000.0,23500000.0,2014,24203000.0
A Haunted House 2,ORF,17300000.0,6600000.0,2014,23900000.0
The Railway Man,Wein.,4400000.0,17900000.0,2014,22300000.0
Mr. Turner,SPC,4000000.0,18200000.0,2014,22200000.0
The Suspect (2014),WGUSA,219000.0,21400000.0,2014,21619000.0
Bears,BV,17800000.0,3500000.0,2014,21300000.0
Yves Saint Laurent,Wein.,724000.0,20300000.0,2014,21024000.0
Labor Day,Par.,13400000.0,6900000.0,2014,20300000.0
"Like Father, Like Son (2014)",IFC,335000.0,19600000.0,2014,19935000.0
Left Behind (2014),Free,14000000.0,5700000.0,2014,19700000.0
Legends of Oz: Dorothy's Return,CE,8500000.0,10200000.0,2014,18700000.0
The Drop,Fox,10700000.0,7900000.0,2014,18600000.0
The Quiet Ones,LGF,8500000.0,9300000.0,2014,17800000.0
Sabotage (2014),ORF,10500000.0,7000000.0,2014,17500000.0
Addicted,LGF,17400000.0,0.0,2014,17400000.0
Road to Ninja - Naruto the Movie,Elev.,43200.0,17300000.0,2014,17343200.0
Calvary,Fox,3600000.0,13300000.0,2014,16900000.0
The Pyramid,Fox,2800000.0,14100000.0,2014,16900000.0
Tyler Perry's The Single Moms Club,LGF,16000000.0,364000.0,2014,16364000.0
Beyond Outrage,Magn.,3900.0,16200000.0,2014,16203900.0
Before I Go To Sleep,CE,3200000.0,12200000.0,2014,15400000.0
Vampire Academy,Wein.,7800000.0,7600000.0,2014,15400000.0
Inherent Vice,WB,8100000.0,6600000.0,2014,14700000.0
Island of Lemurs: Madagascar (IMAX),WB,11300000.0,2800000.0,2014,14100000.0
The Two Faces of January,Magn.,507000.0,13000000.0,2014,13507000.0
Fading Gigolo,MNE,3800000.0,9600000.0,2014,13400000.0
Foxcatcher,SPC,12100000.0,0.0,2014,12100000.0
A Most Violent Year,A24,5700000.0,6300000.0,2014,12000000.0
The Interview (2014),SPC,6100000.0,5200000.0,2014,11300000.0
One Chance,Wein.,101000.0,10800000.0,2014,10901000.0
Bicycling with Moliere,Strand,59900.0,10700000.0,2014,10759900.0
